,Station_id,Inspection Station,latitude,longitude,Overall_inspection_count,Emissions_inspection_count,Overall_fails,Safety_fails,Emissions_fails,Overall_fail_rate,Safety_fail_rate,Emissions_fail_rate,Overall_fail_rate_per_station,Safety_fail_rate_per_station,Emissions_fail_rate_per_station
345,PB050762,DOCTOR AUTO,42.635609,-71.366111,4549,3389,345,115,240,0.000883836,0.000497153,0.001364947,0.075840844,0.025280281,0.07081735
346,PB004748,SUNSET AUTOMOTIVE SERVICE INC,42.178692,-70.96389,6336,5381,345,205,155,0.000883836,0.00088623,0.000881528,0.054450758,0.032354798,0.028805055
347,PB005651,JIM MCLAUGHLINS LYNNWAY TRUCK CENTER INC.,42.456676,-70.957327,1655,1249,345,251,125,0.000883836,0.001085091,0.00071091,0.208459215,0.151661631,0.100080064
348,PB036019,FRANK'S CITGO,41.78858,-69.991056,3130,2589,345,275,89,0.000883836,0.001188845,0.000506168,0.110223642,0.087859425,0.034376207
349,PB005543,GROTAS AUTO SERVICE INC,41.615411,-70.923033,3201,2275,344,218,147,0.000881274,0.00094243,0.00083603,0.107466417,0.068103718,0.064615385
350,PB026380,AUTO CLINIC,42.673738,-71.575414,3145,2747,344,281,74,0.000881274,0.001214783,0.000420859,0.109379968,0.089348172,0.026938478
351,PB010359,FIRESTONE TIRE AND SERVICE CENTERS,42.096086,-72.605908,3329,2717,343,244,113,0.000878712,0.00105483,0.000642663,0.103033944,0.073295284,0.041589989
352,PB004550,ARBORWAY AUTO SERVICE CENTER INC.,42.302949,-71.114566,2377,2061,343,271,93,0.000878712,0.001171552,0.000528917,0.144299537,0.114009255,0.045123726
353,PB004970,REESES AUTO SALES,41.882066,-71.096017,6379,4801,343,172,177,0.000878712,0.000743568,0.001006648,0.053770183,0.026963474,0.036867319
354,PB050333,ALL CAPE TOWING & REPAIR,41.683611,-70.59413,2463,1580,343,280,71,0.000878712,0.00121046,0.000403797,0.139261064,0.113682501,0.044936709
355,PB050029,MAIN ST AUTOMOTIVE SERVICE CENTER,42.422253,-71.688021,2342,1907,342,300,52,0.00087615,0.001296922,0.000295739,0.146029035,0.128095645,0.02726796
356,PB012166,TEWKSBURY CENTER MOBIL,42.611544,-71.232203,7068,5848,342,140,219,0.00087615,0.00060523,0.001245514,0.048387097,0.019807583,0.0374487
357,PB036775,VINNY'S SUNOCO,42.095426,-71.010935,4193,3367,342,135,225,0.00087615,0.000583615,0.001279638,0.081564512,0.032196518,0.066825067
358,PB050616,T. D. AND I.,42.47574,-71.150139,6118,4148,340,220,131,0.000871027,0.000951076,0.000745034,0.055573717,0.035959464,0.031581485
359,PB005160,JOE & PERKYS INC,41.698796,-70.935675,10228,7725,339,75,284,0.000868465,0.00032423,0.001615187,0.03314431,0.007332812,0.036763754
360,PB010124,FIRESTONE TIRE & SERVICE CENTER,42.113727,-72.724937,2720,2317,339,263,89,0.000868465,0.001136968,0.000506168,0.124632353,0.096691176,0.038411739
361,PB004869,"TYRE TRACK AUTOMOTIVE, INC.",42.106451,-72.590173,2199,1849,338,277,75,0.000865903,0.001197491,0.000426546,0.15370623,0.125966348,0.040562466
362,PB100141,AYER AUTO REPAIR LLC,42.557278,-71.577448,2596,2267,337,296,60,0.000863341,0.001279629,0.000341237,0.1298151,0.114021572,0.026466696
363,PB024337,ARTS TIRE INC,42.604113,-72.581254,3216,2320,336,260,91,0.000860779,0.001123999,0.000517542,0.104477612,0.080845771,0.039224138
364,PB034160,MANAR USA,42.287401,-71.023279,2462,2182,336,281,67,0.000860779,0.001214783,0.000381048,0.136474411,0.11413485,0.030705775
365,PB004473,"V & F AUTO, INC",42.084043,-72.64468,2181,1900,335,295,53,0.000858217,0.001275306,0.000301426,0.153599266,0.135259055,0.027894737
366,PB004650,"BEACON AUTO SALES CO., INC.",42.260618,-71.811801,1543,1161,334,271,81,0.000855656,0.001171552,0.00046067,0.216461439,0.175631886,0.069767442
367,PB100058,A1 AUTO CARE INC.,42.792794,-71.083691,3949,3411,333,215,133,0.000853094,0.00092946,0.000756408,0.084325146,0.054444163,0.038991498
368,PB005306,SAM AUTO SERVICE,42.128795,-71.120191,4037,3243,333,228,118,0.000853094,0.00098566,0.000671099,0.082486995,0.056477582,0.036386062
369,PB010289,FERRYS AUTOMOTIVE INC,42.066015,-70.866922,5707,4846,332,174,172,0.000850532,0.000752214,0.000978212,0.058174172,0.030488873,0.03549319
370,PB005326,"W. B.  HILL,  INC.",42.050036,-72.52045,6380,5243,332,215,129,0.000850532,0.00092946,0.000733659,0.052037618,0.03369906,0.024604234
371,PB050376,ROUTE 18 GAS & SERVICE,41.732313,-70.943794,3947,3385,332,255,96,0.000850532,0.001102383,0.000545979,0.084114517,0.06460603,0.028360414
372,PB012089,EGANS SUNOCO,42.255918,-71.031758,6422,5567,332,140,203,0.000850532,0.00060523,0.001154518,0.051697291,0.021800062,0.036464882
373,PB005390,MURPHYS AUTOMOTIVE INC.,42.326171,-71.401573,4146,3631,332,244,111,0.000850532,0.00105483,0.000631288,0.080077183,0.058851905,0.030570091
374,PB015394,ZE CARLOS AUTO REPAIR,42.277909,-71.413294,2610,1896,332,165,193,0.000850532,0.000713307,0.001097645,0.127203065,0.063218391,0.101793249
375,PB044638,AOUDE AUBURN AUTO SERVICE INC.,42.213974,-71.842585,2441,2103,332,276,73,0.000850532,0.001193168,0.000415171,0.136009832,0.113068415,0.034712316
376,PB004646,CAPELOS AUTO SERVICE INC,42.480608,-71.153036,4285,3748,331,163,187,0.00084797,0.000704661,0.001063521,0.077246208,0.038039673,0.049893276
377,PB020834,WEBSTER BP,42.057912,-71.86875,1880,1413,331,267,79,0.00084797,0.00115426,0.000449295,0.17606383,0.142021277,0.055909413
378,PB050454,M & M ENERGY,42.548396,-70.939446,4704,4071,331,59,275,0.00084797,0.000255061,0.001564002,0.070365646,0.012542517,0.06755097
379,PB050634,ADVANCE TIRE CO. INC.,42.365452,-71.09126,2625,2239,330,245,97,0.000845408,0.001059153,0.000551666,0.125714286,0.093333333,0.043322912
380,PB005406,ALBA'S AUTO REPAIR,42.411739,-71.031446,3833,3109,330,122,222,0.000845408,0.000527415,0.001262576,0.086094443,0.031828855,0.071405597
381,PB004823,AOUDE PETROLEUM CORP.,42.27414,-71.425559,4588,3674,330,147,197,0.000845408,0.000635492,0.001120394,0.071926765,0.032040105,0.053620033
382,PB004807,HADDAD MOTOR GROUP INC,42.400161,-73.20996,3421,3275,330,256,92,0.000845408,0.001106706,0.00052323,0.096463023,0.07483192,0.028091603
383,PB005079,DON & WALLYS SERVICE CENTER,42.182804,-71.187825,3217,2675,328,183,158,0.000840284,0.000791122,0.00089859,0.101958346,0.056885297,0.059065421
384,PB050350,CENTRAL SQUARE AUTO,42.217252,-70.936562,3837,3015,328,118,221,0.000840284,0.000510122,0.001256889,0.085483451,0.030753193,0.073300166
385,PB050669,BOCH HONDA,42.201156,-71.187675,5609,5429,328,62,271,0.000840284,0.00026803,0.001541253,0.058477447,0.011053664,0.049917112
386,PB050190,EASTON GAS,42.079213,-71.089327,3250,2912,327,268,70,0.000837723,0.001158583,0.00039811,0.100615385,0.082461538,0.024038462
387,PB004517,"J & J AUTO REPAIR, INC.",41.686885,-71.147898,3190,2386,327,228,128,0.000837723,0.00098566,0.000727972,0.102507837,0.071473354,0.05364627
388,PB050139,HOPKINTON SHELL,42.228444,-71.522562,2065,1853,326,283,57,0.000835161,0.001223429,0.000324175,0.157869249,0.137046005,0.030760928
389,PB005229,NASHOBA GARAGE,42.539105,-71.484993,6168,4961,326,137,196,0.000835161,0.000592261,0.001114707,0.052853437,0.022211414,0.039508164
390,PB050164,DELTA AUTO INC.,42.497692,-71.193685,4539,4108,323,242,90,0.000827475,0.001046183,0.000511855,0.071161049,0.053315708,0.021908471
391,PB044246,JOE'S GAS & AUTO SALES,41.673736,-71.183846,3449,2116,322,138,197,0.000824913,0.000596584,0.001120394,0.093360394,0.040011598,0.093100189
392,PB035247,"CAPE & ISLAND LUBRICANTS, INC.",41.658142,-70.265028,4447,3857,321,201,137,0.000822352,0.000868937,0.000779157,0.072183494,0.045199011,0.035519834
393,PB050587,FERRY ST. SERVICE & AUTO SALES LLC.,42.42035,-71.055383,2314,1699,321,178,167,0.000822352,0.000769507,0.000949776,0.13872083,0.076923077,0.098293114
394,PB005064,CENTRAL AUTOMOTIVE REPAIR & SERVICE INC,42.315941,-71.390966,3778,3286,321,223,103,0.000822352,0.000964045,0.00058579,0.08496559,0.05902594,0.0313451
395,PB050452,"RALLY MOTORSPORTS, INC.",42.237069,-71.752537,2252,1997,320,258,84,0.00081979,0.001115353,0.000477731,0.142095915,0.114564831,0.042063095
396,PB007706,WALORZ TRUCKING,42.195706,-71.004217,4627,3514,320,196,132,0.00081979,0.000847322,0.000750721,0.069159282,0.042360061,0.03756403
397,PB035752,MILLVILLE GAS & SERVICE,42.031066,-71.586328,3931,3212,320,224,109,0.00081979,0.000968368,0.000619913,0.081404223,0.056982956,0.033935243
398,PB025560,R S GAS,42.356705,-71.188185,4462,4037,320,21,299,0.00081979,9.08E-05,0.001700496,0.071716719,0.00470641,0.0740649
399,PB004620,RANDS AUTOMOTIVE CENTER,42.254677,-71.710867,3761,3166,319,241,87,0.000817228,0.00104186,0.000494793,0.084817868,0.064078702,0.027479469
400,PB004752,WEST STREET SERVICENTER,42.578892,-72.005652,3059,2488,319,210,120,0.000817228,0.000907845,0.000682474,0.104282445,0.068649886,0.048231511
401,PB012226,TOM'S AUTO REPAIR,41.639983,-70.994016,4951,4269,318,214,127,0.000814666,0.000925137,0.000722284,0.064229449,0.043223591,0.029749356
402,PB050185,HAVERHILL PETRO LLC DBA,42.778276,-71.090146,2740,2240,318,208,126,0.000814666,0.000899199,0.000716597,0.116058394,0.075912409,0.05625
403,PB100067,MEINEKE,42.309996,-71.798018,2997,2542,318,228,112,0.000814666,0.00098566,0.000636975,0.106106106,0.076076076,0.044059795
404,PB050706,HERB CHAMBERS BMW OF SUDBURY,42.283111,-71.6456,3780,3694,317,147,180,0.000812104,0.000635492,0.00102371,0.083862434,0.038888889,0.048727666
405,PB004847,PETES SALES AND SERVICE INC.,42.092691,-73.348426,3160,2389,317,224,109,0.000812104,0.000968368,0.000619913,0.100316456,0.070886076,0.045625785
406,PB044346,PARK AVE GETTY,42.247989,-71.833136,4441,3363,316,112,213,0.000809542,0.000484184,0.00121139,0.071155145,0.025219545,0.063336307
407,PB050011,MILLER'S SERVICE,42.47294,-73.165045,3263,2684,315,224,114,0.000806981,0.000968368,0.00064835,0.096536929,0.068648483,0.04247392
408,PB006791,"COLUMBUS ENERGIES, INC.",41.755271,-71.24131,9735,7524,313,67,249,0.000801857,0.000289646,0.001416133,0.032152029,0.006882383,0.033094099
409,PB033178,LEXUS OF WATERTOWN,42.364001,-71.168683,5912,5739,313,162,154,0.000801857,0.000700338,0.000875841,0.052943166,0.027401894,0.026833943
410,PB050496,STATION AVENUE SUNOCO,41.685133,-70.207794,2876,2241,312,226,108,0.000799295,0.000977014,0.000614226,0.108484006,0.078581363,0.048192771
411,PB005265,STONES AUTO SERVICE INC.,42.286592,-71.349162,6101,4929,311,152,163,0.000796733,0.000657107,0.000927027,0.05097525,0.024913949,0.033069588
412,PB043526,RAMSTROMS SERVICE CENTER,42.293815,-71.804653,3173,2678,311,206,119,0.000796733,0.000890553,0.000676786,0.098014497,0.064922786,0.044436146
413,PB023771,TAUNTON SERVICE CENTER INC,41.903995,-71.093611,3090,2282,311,191,133,0.000796733,0.000825707,0.000756408,0.100647249,0.061812298,0.058282209
414,PB050448,SHOWCASE AUTO & TRUCK REPAIR,41.764817,-71.258452,3490,2701,310,156,168,0.000794171,0.000674399,0.000955463,0.088825215,0.04469914,0.062199185
415,PB004678,COUNTRY MOTORS INC.,42.649883,-70.937244,4572,3762,310,175,146,0.000794171,0.000756538,0.000830343,0.067804024,0.038276465,0.038809144
416,PB031985,UNION SERVICE CENTER INC,42.154915,-71.012187,4127,3221,308,85,232,0.000789048,0.000367461,0.001319449,0.074630482,0.020596075,0.072027321
417,PB004467,ACTON TOYOTA OF LITTLETON,42.536102,-71.454153,1305,1230,308,149,163,0.000789048,0.000644138,0.000927027,0.236015326,0.114176245,0.132520325
418,PB050720,SOUTH NATICK FOREIGN MOTORS INC.,42.275398,-71.312778,4111,3456,308,228,87,0.000789048,0.00098566,0.000494793,0.074920944,0.055460958,0.025173611
419,PB050725,T J GAS INC. DBA MEDWAY MOBIL,42.150178,-71.414421,5243,4588,308,181,135,0.000789048,0.000782476,0.000767783,0.058744993,0.03452222,0.029424586
420,PB041216,"SUDBURY QUICK LUBE SERVICE, INC",42.363416,-71.392567,4155,3645,308,145,168,0.000789048,0.000626845,0.000955463,0.074127557,0.034897714,0.046090535
421,PB043568,G & S AUTOMOTIVE SERVICES INC,42.280421,-71.135042,3283,2498,307,149,178,0.000786486,0.000644138,0.001012336,0.093512032,0.045385318,0.071257006
422,PB031983,QUICK SHOP,42.148911,-71.508001,3191,2672,306,202,132,0.000783924,0.000873261,0.000750721,0.095894704,0.06330304,0.049401198
423,PB050050,UXBRIDGE AUTO INC,42.083842,-71.638966,4096,3547,305,225,89,0.000781362,0.000972691,0.000506168,0.074462891,0.054931641,0.025091627
424,PB036472,STOUGHTON VALERIO,42.128459,-71.102369,4225,3517,305,186,134,0.000781362,0.000804091,0.000762095,0.072189349,0.044023669,0.038100654
425,PB050753,CAMBRIDGE ST AUTO SERVICE,42.354453,-71.135292,2922,2466,304,150,169,0.0007788,0.000648461,0.00096115,0.10403833,0.051334702,0.068532036
426,PB050419,PRO LUBE,42.858088,-70.928278,3651,3187,304,201,113,0.0007788,0.000868937,0.000642663,0.083264859,0.05505341,0.035456542
427,PB038122,AAA AUTO CLINIC,42.373139,-71.202281,2573,2265,304,215,98,0.0007788,0.00092946,0.000557353,0.118150019,0.083560047,0.043267108
428,PB004663,GAYBROOK GARAGE,42.623012,-70.801625,4857,3854,303,215,100,0.000776238,0.00092946,0.000568728,0.062384188,0.044266008,0.025947068
429,PB013179,GASCO,42.170026,-71.595461,4296,3474,303,178,137,0.000776238,0.000769507,0.000779157,0.070530726,0.041433892,0.039435809
430,PB050137,MACKENZIE MOTORS,42.358322,-71.142083,6129,4731,303,68,242,0.000776238,0.000293969,0.001376322,0.049437102,0.011094795,0.051151976
431,PB004875,TURNPIKE AUTOMOTIVE SERVICES INC.,42.660048,-71.108462,6137,5346,301,163,143,0.000771115,0.000704661,0.000813281,0.049046766,0.026560209,0.026748971
432,PB050184,ON-SITE TRUCK INSPECTIONS,41.946949,-71.280298,4094,3219,301,206,108,0.000771115,0.000890553,0.000614226,0.073522228,0.050317538,0.033550792
433,PB004539,HANOVER SHELL & TIRE,42.138579,-70.84235,4373,3919,301,184,124,0.000771115,0.000795445,0.000705223,0.068831466,0.042076378,0.031640725
434,PB050488,NORWOOD GULF,42.184215,-71.182614,8149,7056,301,69,236,0.000771115,0.000298292,0.001342198,0.036937047,0.008467297,0.033446712
435,PB005196,"MAYFLOWER SERVICE CENTER, INC.",41.938823,-70.656301,4317,3546,300,191,116,0.000768553,0.000825707,0.000659724,0.069492703,0.044243688,0.032712916
436,PB004860,PARSONS AUTO INC,42.226222,-72.049268,7707,6160,300,87,220,0.000768553,0.000376107,0.001251201,0.038925652,0.011288439,0.035714286
437,PB005218,GLOBAL SERVICE STATION,42.34436,-71.066224,3179,2774,300,175,133,0.000768553,0.000756538,0.000756408,0.094369299,0.055048757,0.047945205
438,PB050417,SULLIVAN TIRE CO,42.106625,-70.75352,2747,2436,299,162,151,0.000765991,0.000700338,0.000858779,0.108846014,0.058973426,0.061986864
439,PB050533,D & L AUTO REPAIR INC,42.287312,-71.063771,2664,2097,299,134,181,0.000765991,0.000579292,0.001029398,0.112237237,0.0503003,0.086313782
440,PB005018,SHEEHANS SERVICE STATION,42.72243,-71.17391,2147,1721,298,232,82,0.000763429,0.001002953,0.000466357,0.138798323,0.108057755,0.047646717
441,PB050373,CEDARVILLE SUNOCO,41.817582,-70.552033,5316,4615,298,176,136,0.000763429,0.000760861,0.00077347,0.056057186,0.0331076,0.029469122
442,PB100037,A & J Auto Services,42.320848,-71.077289,2665,1986,298,80,236,0.000763429,0.000345846,0.001342198,0.111819887,0.030018762,0.118831823
443,PB004950,MILLIS SERVICE CENTER,42.167471,-71.357179,4241,3732,297,208,102,0.000760867,0.000899199,0.000580102,0.070030653,0.049045037,0.02733119
444,PB050040,EXPERT AUTO REPAIR INC.,42.381667,-70.975528,4394,3700,296,121,184,0.000758305,0.000523092,0.001046459,0.067364588,0.027537551,0.04972973
445,PB050295,QUINCY AUTO CENTER,42.2405,-70.9865,4945,4178,296,103,201,0.000758305,0.000445276,0.001143143,0.059858443,0.02082912,0.048109143
446,PB043827,FOXBORO AUTOMOTIVE,42.066037,-71.251778,3836,3435,296,228,81,0.000758305,0.00098566,0.00046067,0.077163712,0.059436913,0.023580786
447,PB014209,BROTHERS AUTO SERVICE,42.157013,-72.490027,1693,1295,296,258,46,0.000758305,0.001115353,0.000261615,0.174837566,0.152392203,0.035521236
448,PB004845,CORMIERS AUTO SERVICE INC.,41.616552,-70.514637,5303,4380,295,173,138,0.000755744,0.000747891,0.000784845,0.055628889,0.032623044,0.031506849
449,PB050057,NORTH ATTLEBORO GAS & SERVICE,41.979428,-71.333648,5544,4804,295,140,166,0.000755744,0.00060523,0.000944088,0.053210678,0.025252525,0.034554538
450,PB004514,"EXPRESSWAY MOTORS, INC.",42.298043,-71.049172,4277,4086,295,177,121,0.000755744,0.000765184,0.000688161,0.06897358,0.041384148,0.029613314
451,PB043336,JOHNNYS SERVICE STATION LLC,42.581839,-71.821344,2242,1626,295,213,103,0.000755744,0.000920814,0.00058579,0.131578947,0.09500446,0.063345633
452,PB004641,BALISE TOYOTA,42.142583,-72.627885,6698,6478,295,212,88,0.000755744,0.000916491,0.000500481,0.044042998,0.031651239,0.01358444
453,PB005410,CANTON AUTO SERVICE,42.160884,-71.143841,3844,3347,294,186,125,0.000753182,0.000804091,0.00071091,0.07648283,0.048387097,0.037346878
454,PB026782,ACCESS AUTO TOO INC,41.644496,-70.46093,5622,4460,294,155,148,0.000753182,0.000670076,0.000841717,0.052294557,0.02757026,0.033183857
455,PB050476,WAKEFIELD GAS & SERVICE,42.499953,-71.048993,6220,5442,294,130,172,0.000753182,0.000561999,0.000978212,0.047266881,0.020900322,0.031606027
456,PB035207,XPRESS LUBE & TUNE UP,42.018961,-71.008063,3577,2953,292,168,136,0.000748058,0.000726276,0.00077347,0.081632653,0.046966732,0.046054859
457,PB039076,WATER STREET PETROLEUM LLC,42.242079,-71.013725,3186,2417,292,128,180,0.000748058,0.000553353,0.00102371,0.091650973,0.040175769,0.074472487
458,PB019574,MELROSE COMMUNITY GARAGE,42.458623,-71.068846,5728,5014,291,158,143,0.000745496,0.000683045,0.000813281,0.050803073,0.027583799,0.028520144
459,PB028800,NORTH WALPOLE SUNOCO,42.166468,-71.230799,3404,2919,290,184,112,0.000742934,0.000795445,0.000636975,0.08519389,0.054054054,0.038369305
460,PB004993,WAYLAND AUTOMOTIVE,42.322753,-71.353257,2954,2527,290,237,70,0.000742934,0.001024568,0.00039811,0.09817197,0.080230196,0.027700831
461,PB005534,"J. M. EQUIPMENT CO., INC.",41.766134,-70.978896,3444,2555,288,174,127,0.000737811,0.000752214,0.000722284,0.083623693,0.050522648,0.049706458
462,PB024517,BLISS EXPRESS INC,41.606757,-70.940618,3068,2557,288,225,80,0.000737811,0.000972691,0.000454982,0.093872229,0.073337679,0.031286664
463,PB004632,SILVER CITY GAS,41.899822,-71.092251,3487,2465,288,173,126,0.000737811,0.000747891,0.000716597,0.082592486,0.049612848,0.051115619
464,PB035514,FALMOUTH MOTOR CAR INC,41.679198,-70.59818,2411,2057,288,240,60,0.000737811,0.001037537,0.000341237,0.119452509,0.099543758,0.029168692
465,PB005031,SUDBURY AUTOMOTIVE,42.36076,-71.402489,3181,2813,288,223,77,0.000737811,0.000964045,0.000437921,0.090537567,0.070103741,0.027372911
466,PB004581,LECH GARAGE & AUTO BODY SHOP,41.651905,-70.924534,1910,1524,288,204,95,0.000737811,0.000881907,0.000540292,0.15078534,0.106806283,0.062335958
467,PB050529,A PLUS UNIVERSITY AUTO AND TRUCK REPAIR,42.507271,-70.894802,1723,1275,288,174,125,0.000737811,0.000752214,0.00071091,0.167150319,0.100986651,0.098039216
468,PB005453,NORTH END AUTO SERVICE,41.741083,-71.129257,2400,2021,287,249,61,0.000735249,0.001076445,0.000346924,0.119583333,0.10375,0.030183078
469,PB050345,FORD OF NORTHAMPTON,42.337657,-72.638039,1902,1747,287,241,60,0.000735249,0.00104186,0.000341237,0.150893796,0.126708728,0.034344591
470,PB006794,RODMAN FORD SALES INC,42.099616,-71.26241,3237,3059,286,208,97,0.000732687,0.000899199,0.000551666,0.088353414,0.064257028,0.031709709
471,PB042917,PRIME HONDA,42.268747,-71.172498,6112,5937,286,37,252,0.000732687,0.000159954,0.001433194,0.046793194,0.006053665,0.04244568
472,PB004704,M & M SERVICE CENTER,42.27477,-72.652107,3353,2269,285,192,100,0.000730125,0.00083003,0.000568728,0.084998509,0.057262153,0.044072279
473,PB050643,ROUTE 6 FUEL COMPANY INC.,41.903163,-71.101431,2872,2268,285,190,119,0.000730125,0.000821384,0.000676786,0.099233983,0.066155989,0.052469136
474,PB036427,"STELLAUTO SERVICE, INC",42.611241,-71.232427,2880,2384,284,186,112,0.000727563,0.000804091,0.000636975,0.098611111,0.064583333,0.046979866
475,PB026061,MASS AVE GULF,42.384058,-71.119106,3121,2611,283,179,111,0.000725002,0.00077383,0.000631288,0.090676065,0.057353412,0.042512447
476,PB050422,BEVERLY GAS & TIRE,42.557928,-70.879711,2372,1945,282,186,105,0.00072244,0.000804091,0.000597164,0.118887015,0.07841484,0.053984576
477,PB004904,TELLSTONE GARAGE INC,42.023757,-71.54549,3618,2798,282,166,126,0.00072244,0.00071763,0.000716597,0.077943615,0.045881703,0.045032166
478,PB031982,GREAT ROAD FUELS INC,42.436059,-71.505456,4339,3369,282,143,151,0.00072244,0.000618199,0.000858779,0.064991934,0.032956903,0.044820421
479,PB004691,WEST NEWTON AUTO SERVICE INC,42.349198,-71.222282,5583,4802,282,119,171,0.00072244,0.000514446,0.000972525,0.050510478,0.021314705,0.035610162
480,PB035429,"GROVELAND AUTO REPAIR AND SALES, INC",42.739023,-71.021112,3836,3169,281,159,128,0.000719878,0.000687368,0.000727972,0.073253389,0.041449426,0.040391291
481,PB029116,HONDA NORTH,42.597496,-70.963134,6565,6388,281,124,158,0.000719878,0.000536061,0.00089859,0.042802742,0.018888043,0.024733876
482,PB005646,BERNARDI INC,42.29943,-71.364174,5028,4833,281,102,182,0.000719878,0.000440953,0.001035085,0.055887033,0.020286396,0.03765777
483,PB050599,WILBUR AUTO INC. D/B/A WILBUR GAS & REPAIR,41.723678,-71.179322,3133,2555,281,164,123,0.000719878,0.000708984,0.000699535,0.089690393,0.052345994,0.0481409
484,PB037947,R & T OIL CO INC.,42.558818,-71.106235,4131,3391,281,120,172,0.000719878,0.000518769,0.000978212,0.068022271,0.029048656,0.050722501
485,PB015481,ACTON FORD INC,42.441386,-71.430141,2168,1967,281,191,99,0.000719878,0.000825707,0.000563041,0.129612546,0.088099631,0.050330452
486,PB100084,Pleasant Auto Care,42.314181,-71.05941,1717,1393,280,178,134,0.000717316,0.000769507,0.000762095,0.163075131,0.10366919,0.096195262
487,PB100144,COWGILL AUTO SERVICE,42.643171,-71.389975,2481,2180,279,241,43,0.000714754,0.00104186,0.000244553,0.112454655,0.097138251,0.019724771
488,PB050730,JIFFY LUBE #18,42.078969,-72.52955,5092,4363,279,154,132,0.000714754,0.000665753,0.000750721,0.05479183,0.030243519,0.030254412
489,PB050095,RMP MASS LLC,42.554213,-71.105009,4493,3995,279,177,110,0.000714754,0.000765184,0.000625601,0.062096595,0.039394614,0.027534418
490,PB050510,BYRNE RACING & USED AUTOS,42.600167,-72.594879,1530,1072,278,230,59,0.000712192,0.000994307,0.000335549,0.181699346,0.150326797,0.055037313
491,PB005510,MAGUIRES INC,42.299122,-71.426265,3772,3344,277,193,95,0.00070963,0.000834353,0.000540292,0.073435843,0.05116649,0.028409091
492,PB050580,MINUTEMAN AUTOMOTIVE INC,42.457619,-71.396335,4729,4121,277,192,88,0.00070963,0.00083003,0.000500481,0.058574752,0.04060055,0.02135404
493,PB050772,HIGH ST SERVICE INC.,42.562697,-70.93277,7410,6355,277,103,180,0.00070963,0.000445276,0.00102371,0.037381916,0.013900135,0.028324154
494,PB050437,"MUNEER'S AUTO REPAIR, LLC.",42.424513,-71.011237,4567,3923,277,111,176,0.00070963,0.000479861,0.001000961,0.060652507,0.024304795,0.044863625
495,PB005336,MAR AUTO SERVICE INC,42.192041,-72.599198,1122,883,277,256,34,0.00070963,0.001106706,0.000193367,0.24688057,0.228163993,0.038505096
496,PB006793,SHIRLEY GARAGE INC,42.531728,-71.665017,3093,2392,276,183,101,0.000707069,0.000791122,0.000574415,0.089233754,0.059165858,0.04222408
497,PB004856,BOUCHARD'S GETTY,42.595935,-70.997724,177,136,276,135,148,0.000707069,0.000583615,0.000841717,1.559322034,0.762711864,1.088235294
498,PB100142,ATLANTIC AUTOMOTIVE,42.1202,-70.915901,1874,1610,275,234,51,0.000704507,0.001011599,0.000290051,0.146744931,0.124866596,0.031677019
499,PB004469,GENES SALES & SERVICE,42.651008,-73.111558,6076,4296,275,41,236,0.000704507,0.000177246,0.001342198,0.045260039,0.00674786,0.054934823
500,PB005065,ROUTE 38 SUNOCO,42.630413,-71.279615,3846,3364,274,155,129,0.000701945,0.000670076,0.000733659,0.07124285,0.040301612,0.038347206
501,PB100062,RAY'S AUTOMOTIVE LLC,42.145911,-71.55109,2057,1754,273,223,65,0.000699383,0.000964045,0.000369673,0.13271755,0.108410306,0.037058153
502,PB004567,"PICKETT SERVICE CENTERS, INC.",42.271272,-71.073024,1559,1353,273,222,73,0.000699383,0.000959722,0.000415171,0.175112251,0.142398974,0.053954176
503,PB004476,G & M AUTOMOTIVE,42.656725,-71.79577,2570,1855,272,208,77,0.000696821,0.000899199,0.000437921,0.105836576,0.080933852,0.041509434
504,PB050101,MIKE'S GAS,42.072743,-71.052513,2087,1755,271,194,99,0.000694259,0.000838676,0.000563041,0.129851461,0.092956397,0.056410256
505,PB050008,BINK'S AUTO REPAIR LLC,41.449639,-70.564742,4152,2901,271,123,162,0.000694259,0.000531738,0.000921339,0.06526975,0.029624277,0.055842813
506,PB100027,Randolph Auto Clinic,42.151717,-71.029672,1604,1244,270,177,114,0.000691698,0.000765184,0.00064835,0.168329177,0.110349127,0.091639871
507,PB043586,9 ACRE GAS,42.456479,-71.388067,2806,2421,270,204,80,0.000691698,0.000881907,0.000454982,0.096222381,0.072701354,0.033044197
508,PB040777,DAABOUL & SONS AUTO REPAIR INC.,42.842254,-70.872567,3778,3200,269,155,125,0.000689136,0.000670076,0.00071091,0.071201694,0.041026998,0.0390625
509,PB005419,"WESTBORO MOBIL, INC.",42.270638,-71.612408,3604,2978,269,144,132,0.000689136,0.000622522,0.000750721,0.07463929,0.039955605,0.04432505
510,PB005129,SARAT FORD SALES INC,42.089118,-72.637506,3698,3353,269,175,101,0.000689136,0.000756538,0.000574415,0.072742023,0.047322877,0.030122279
511,PB004644,WASHINGTON STREET MOTORS,42.204088,-70.950618,2575,2264,268,170,107,0.000686574,0.000734922,0.000608539,0.10407767,0.066019417,0.047261484
512,PB043807,Planet Automotive Group,42.229987,-71.430848,1691,1413,268,185,93,0.000686574,0.000799768,0.000528917,0.158486103,0.10940272,0.06581741
513,PB050215,RIVERSIDE AUTO,42.244804,-71.834596,2785,2098,268,97,179,0.000686574,0.000419338,0.001018023,0.096229803,0.034829443,0.085319352
